y
0.000000
65.310390
113.712498
-8.204377
193.036587
4.241160
-16.114863
-215.970577
315.869284
239.048808
8.233630
1.156606
-31.105882
2.772652
-329.034128
673.928670
488.989472
723.833312
373.998383
-1.705707
15.543379
-0.443706
2.171689
82.847824
-58.095413
33.436165
5.151222
2.171228
-456.122309
-8.173664
946.750502
-1308.731504
695.116381
1389.368720
1038.379627
-6.405511
539.814378
1.426683
-3.074646
-94.490882
27.883246
-26.057002
-0.792185
-0.136162
3.859123
-0.321783
122.369451
-203.321225
-102.289032
-67.247061
20.353158
-0.586098
8.988665
-0.429108
3.772042
260.414928
-543.798607
-585.685903
-14.077787
-4.238891
1157.877468
10.566588
-1614.586569
1904.631962
868.375304
2007.823933
1754.063981
-9.254882
1317.609240
3.393249
-10.764312
-678.653440
691.988768
372.564369
2.378948
0.257092
-5.107393
0.315223
-127.915131
148.642756
45.973591
-0.733830
-27.221885
0.117142
-1.296705
0.041955
-0.222089
-18.743102
6.272504
-21.421932
-0.521215
-0.202152
162.281520
0.548562
-288.462041
358.693846
-164.026589
-269.366406
-155.462007
-0.722694
-22.320181
0.324468
-0.930843
-21.106823
14.231466
-6.550979
-0.677313
-0.153732
5.935935
-0.713351
228.470224
-577.943221
-508.936198
-910.524053
-572.152399
1.827632
-21.898041
0.867935
-6.575252
-646.685419
1152.141292
1088.376277
16.301684
4.541439
-1639.564069
-9.827668
1955.084655
-2140.958319
905.096680
2250.396062
2121.308734
-9.129436
1867.449793
4.015718
-14.061929
-1262.063662
1418.599673
851.046354
5.131377
0.660367
-16.240694
1.321011
-735.798239
1254.723268
761.099797
948.528189
415.868858
-0.439554
3.557863
-0.089598
0.383693
39.969039
-7.606877
35.981836
0.468547
0.158363
-152.993860
-0.331018
189.087253
-191.027888
67.942038
78.228207
21.837006
0.203906
-20.162819
-0.069545
0.172186
8.930243
-1.902743
4.539656
0.061460
0.011058
-0.324808
0.027819
-21.010066
30.091485
9.144716
-10.621589
-21.666315
0.050720
-0.757610
0.034917
-0.293415
-97.812440
191.148734
195.055953
0.794023
0.208469
-368.855965
-0.340877
483.520245
-548.195771
-236.513160
-514.972100
-426.033774
-0.389190
-282.963596
0.260422
-1.038440
115.653007
-99.525780
-42.703349
0.465237
0.058280
-1.333342
0.094304
-9.252588
26.941329
20.346554
26.010123
9.359280
0.076418
-0.966660
0.035888
-0.219227
-6.778259
8.458290
-1.499447
-1.015726
-0.490811
105.774003
2.380995
-312.970689
503.616492
-307.822823
-702.443191
-596.866916
3.743813
-397.791437
-1.059711
2.592907
100.056845
-31.052645
39.541988
1.230247
0.258599
-9.316343
1.051026
-460.584307
1059.340419
858.672120
1428.300493
841.445135
-2.004071
23.069695
-0.880001
6.425588
763.534267
-1299.250735
-1175.746490
-13.900776
-3.750200
1596.652069
7.621477
-1777.719685
1881.561513
768.000000
1984.993268
1947.741007
-7.345929
1860.095128
3.526872
-12.913160
-1427.901093
1670.628185
1043.928605
5.681757
0.768562
-19.900055
1.707389
-1145.334725
2050.882795
1308.988469
1720.865470
798.300189
-0.830655
7.270545
-0.199272
0.936031
108.424352
-23.030211
115.509553
1.874151
0.756103
-697.614056
-2.602472
1207.135447
-1534.329089
743.352729
1359.596624
940.304888
-1.528297
418.210160
0.306600
-0.625872
-51.869928
5.069704
-20.976112
-0.127769
-0.020622
0.547606
-0.042673
43.378909
-52.613355
-10.875459
25.764853
36.643989
-0.048196
0.671148
-0.028889
0.227068
97.782878
-174.276462
-162.404601
-0.475640
-0.117354
233.673160
0.169667
-250.998223
255.323727
97.966959
187.373817
133.760426
0.133900
60.105711
-0.078949
0.295147
-4.432666
-4.325007
-6.725918
-0.100941
-0.011773
0.250281
-0.016411
8.038567
-9.906398
-2.774019
1.710742
3.509195
-0.007883
0.089886
-0.002987
0.016199
2.392346
-0.476612
3.397652
0.040892
0.016066
-22.809297
-0.044476
35.443720
-38.356531
13.514512
11.402365
-4.767935
0.059532
-19.845761
-0.026479
0.075390
9.194298
-1.128374
7.674532
0.052112
0.011609
-0.438820
0.051478
-113.704778
272.460368
229.159011
394.716443
240.751142
-0.105597
1.197986
-0.044639
0.315253
286.379222
-494.978927
-455.490296
-0.517932
-0.123239
690.399537
0.168072
-809.527633
875.360485
-362.038672
-880.742638
-819.490630
-0.180926
-707.381395
0.139373
-0.600427
475.118289
-519.105196
-301.851172
0.403959
0.058671
-1.615297
0.146095
261.028984
-429.347162
-249.782363
-297.198162
-123.926387
-0.083543
0.732128
-0.019919
0.091990
-7.832613
-2.111039
-10.285358
0.149774
0.054252
15.244694
-0.129972
14.251794
-43.120572
32.626917
80.250640
69.431629
0.119653
42.408751
-0.046699
0.123780
-5.949587
-1.571180
-5.039940
0.058536
0.011334
-0.358847
0.033193
6.448317
1.961053
13.945936
41.715472
34.471345
0.101995
-1.687255
0.086685
-0.818412
89.646532
-160.126519
-150.119746
4.001207
1.285058
263.303991
-3.635394
-314.593772
334.847288
130.141965
248.809757
181.950964
4.606481
