re, im
0.000000, 0.000000
-4222.222656, 2174.224121
0.000000, 0.000000
-4188.755371, 2140.757812
0.000000, 0.000000
-4155.917969, 2107.919189
0.000000, 0.000000
-4123.691895, 2075.692383
0.000000, 0.000000
-4092.057373, 2044.058472
0.000000, 0.000000
-4061.000000, 2013.000122
0.000000, 0.000000
-4030.500732, 1982.502441
0.000000, 0.000000
-4000.547363, 1952.549316
0.000000, 0.000000
-3971.126221, 1923.125366
0.000000, 0.000000
-3942.213623, 1894.215698
0.000000, 0.000000
-3913.805420, 1865.810669
0.000000, 0.000000
-3885.886230, 1837.888062
0.000000, 0.000000
-3858.443115, 1810.444458
0.000000, 0.000000
-3831.459473, 1783.461304
0.000000, 0.000000
-3804.925049, 1756.926880
0.000000, 0.000000
-3778.833252, 1730.833618
0.000000, 0.000000
-3753.164551, 1705.166016
0.000000, 0.000000
-3727.913330, 1679.915161
0.000000, 0.000000
-3703.065674, 1655.068970
0.000000, 0.000000
-3678.618896, 1630.621948
0.000000, 0.000000
-3654.555420, 1606.557373
0.000000, 0.000000
-3630.866699, 1582.869141
0.000000, 0.000000
-3607.549561, 1559.551880
0.000000, 0.000000
-3584.585449, 1536.588013
0.000000, 0.000000
-3561.967285, 1513.975220
0.000000, 0.000000
-3539.692139, 1491.695557
0.000000, 0.000000
-3517.758301, 1469.769043
0.000000, 0.000000
-3496.154785, 1448.154663
0.000000, 0.000000
-3474.859375, 1426.862305
0.000000, 0.000000
-3453.874512, 1405.879761
0.000000, 0.000000
-3433.194824, 1385.196533
0.000000, 0.000000
-3412.809570, 1364.809692
0.000000, 0.000000
-3392.717773, 1344.715454
0.000000, 0.000000
-3372.904541, 1324.904297
0.000000, 0.000000
-3353.369385, 1305.370972
0.000000, 0.000000
-3334.106445, 1286.107788
0.000000, 0.000000
-3315.108887, 1267.107544
0.000000, 0.000000
-3296.368164, 1248.368286
0.000000, 0.000000
-3277.881348, 1229.882324
0.000000, 0.000000
-3259.643066, 1211.643799
0.000000, 0.000000
-3241.647461, 1193.648804
0.000000, 0.000000
-3223.887939, 1175.889404
0.000000, 0.000000
-3206.363037, 1158.365723
0.000000, 0.000000
-3189.066406, 1141.066406
0.000000, 0.000000
-3171.990967, 1123.992310
0.000000, 0.000000
-3155.134766, 1107.134888
0.000000, 0.000000
-3138.491455, 1090.491943
0.000000, 0.000000
-3122.058594, 1074.059204
0.000000, 0.000000
-3105.830078, 1057.831665
0.000000, 0.000000
-3089.803711, 1041.804810
0.000000, 0.000000
-3073.973633, 1025.975220
0.000000, 0.000000
-3058.338623, 1010.338623
0.000000, 0.000000
-3042.891846, 994.892578
0.000000, 0.000000
-3027.630615, 979.630737
0.000000, 0.000000
-3012.551270, 964.552490
0.000000, 0.000000
-2997.650146, 949.651611
0.000000, 0.000000
-2982.926514, 934.927246
0.000000, 0.000000
-2968.372559, 920.374634
0.000000, 0.000000
-2953.987061, 905.988892
0.000000, 0.000000
-2939.769043, 891.769531
0.000000, 0.000000
-2925.710938, 877.711426
0.000000, 0.000000
-2911.813965, 863.815308
0.000000, 0.000000
-2898.072998, 850.073486
0.000000, 0.000000
-2884.485840, 836.485352
0.000000, 0.000000
-2871.047852, 823.047974
0.000000, 0.000000
-2857.758301, 809.758789
0.000000, 0.000000
-2844.612793, 796.614258
0.000000, 0.000000
-2831.612305, 783.613281
0.000000, 0.000000
-2818.751221, 770.751587
0.000000, 0.000000
-2806.027344, 758.028076
0.000000, 0.000000
-2793.437988, 745.438843
0.000000, 0.000000
-2780.982422, 732.983154
0.000000, 0.000000
-2768.656738, 720.657349
0.000000, 0.000000
-2756.458252, 708.460327
0.000000, 0.000000
-2744.386719, 696.390015
0.000000, 0.000000
-2732.440430, 684.441284
0.000000, 0.000000
-2720.614746, 672.615967
0.000000, 0.000000
-2708.909180, 660.909058
0.000000, 0.000000
-2697.319336, 649.320435
0.000000, 0.000000
-2685.846680, 637.847168
0.000000, 0.000000
-2674.487305, 626.487915
0.000000, 0.000000
-2663.239014, 615.240479
0.000000, 0.000000
-2652.100098, 604.102783
0.000000, 0.000000
-2641.071777, 593.072998
0.000000, 0.000000
-2630.149414, 582.150391
0.000000, 0.000000
-2619.331543, 571.331665
0.000000, 0.000000
-2608.614258, 560.615967
0.000000, 0.000000
-2598.000000, 550.002441
0.000000, 0.000000
-2587.483643, 539.486572
0.000000, 0.000000
-2577.067627, 529.070557
0.000000, 0.000000
-2566.740234, 518.745361
0.000000, 0.000000
-2556.524414, 508.524292
0.000000, 0.000000
-2546.392090, 498.395386
0.000000, 0.000000
-2536.351562, 488.352295
0.000000, 0.000000
-2526.402832, 478.403442
0.000000, 0.000000
-2516.543213, 468.544678
0.000000, 0.000000
-2506.770508, 458.771729
0.000000, 0.000000
-2497.085449, 449.085815
0.000000, 0.000000
-2487.483887, 439.485352
0.000000, 0.000000
-2477.968506, 429.968750
0.000000, 0.000000
-2468.533691, 420.534302
0.000000, 0.000000
-2459.180420, 411.181274
0.000000, 0.000000
-2449.907715, 401.908936
0.000000, 0.000000
-2440.713379, 392.714722
0.000000, 0.000000
-2431.597656, 383.597900
0.000000, 0.000000
-2422.557373, 374.558350
0.000000, 0.000000
-2413.593262, 365.595093
0.000000, 0.000000
-2404.704102, 356.704346
0.000000, 0.000000
-2395.886719, 347.888306
0.000000, 0.000000
-2387.142822, 339.143311
0.000000, 0.000000
-2378.468750, 330.470215
0.000000, 0.000000
-2369.866455, 321.866577
0.000000, 0.000000
-2361.332031, 313.332764
0.000000, 0.000000
-2352.865723, 304.866699
0.000000, 0.000000
-2344.465820, 296.468018
0.000000, 0.000000
-2336.134277, 288.135254
0.000000, 0.000000
-2327.866699, 279.867798
0.000000, 0.000000
-2319.665039, 271.664307
0.000000, 0.000000
-2311.524414, 263.525513
0.000000, 0.000000
-2303.446289, 255.447754
0.000000, 0.000000
-2295.432129, 247.432495
0.000000, 0.000000
-2287.476562, 239.479248
0.000000, 0.000000
-2279.581055, 231.583496
0.000000, 0.000000
-2271.746582, 223.747803
0.000000, 0.000000
-2263.970215, 215.970215
0.000000, 0.000000
-2256.251465, 208.251831
0.000000, 0.000000
-2248.587891, 200.588501
0.000000, 0.000000
-2240.981934, 192.982544
0.000000, 0.000000
-2233.429688, 185.431030
0.000000, 0.000000
-2225.932617, 177.933838
0.000000, 0.000000
-2218.488770, 170.490723
0.000000, 0.000000
-2211.101074, 163.100952
0.000000, 0.000000
-2203.763672, 155.762939
0.000000, 0.000000
-2196.476807, 148.477539
0.000000, 0.000000
-2189.241455, 141.242310
0.000000, 0.000000
-2182.057129, 134.058228
0.000000, 0.000000
-2174.921631, 126.922852
0.000000, 0.000000
-2167.834961, 119.837402
0.000000, 0.000000
-2160.800293, 112.800781
0.000000, 0.000000
-2153.809570, 105.811035
0.000000, 0.000000
-2146.866699, 98.867554
0.000000, 0.000000
-2139.970947, 91.972046
0.000000, 0.000000
-2133.119873, 85.121948
0.000000, 0.000000
-2126.315430, 78.317261
0.000000, 0.000000
-2119.553955, 71.557251
0.000000, 0.000000
-2112.842041, 64.842651
0.000000, 0.000000
-2106.168457, 58.169067
0.000000, 0.000000
-2099.539795, 51.541382
0.000000, 0.000000
-2092.953613, 44.954590
0.000000, 0.000000
-2086.406494, 38.411987
0.000000, 0.000000
-2079.901855, 31.910034
0.000000, 0.000000
-2073.438232, 25.444214
0.000000, 0.000000
-2067.025146, 19.025024
0.000000, 0.000000
-2060.640137, 12.646973
0.000000, 0.000000
-2054.294678, 6.306396
0.000000, 0.000000
-2048.000000, 0.000000
0.000000, 0.000000
-2041.743774, -6.267700
0.000000, 0.000000
-2035.510132, -12.488647
0.000000, 0.000000
-2029.319824, -18.675903
0.000000, 0.000000
-2023.170654, -24.827148
0.000000, 0.000000
-2017.056274, -30.943726
0.000000, 0.000000
-2010.978149, -37.021118
0.000000, 0.000000
-2004.934937, -43.063843
0.000000, 0.000000
-1998.927979, -49.071411
0.000000, 0.000000
-1992.958008, -55.042236
0.000000, 0.000000
-1987.020264, -60.981079
0.000000, 0.000000
-1981.117065, -66.882935
0.000000, 0.000000
-1975.246826, -72.752930
0.000000, 0.000000
-1969.410278, -78.588501
0.000000, 0.000000
-1963.607666, -84.391357
0.000000, 0.000000
-1957.837158, -90.161377
0.000000, 0.000000
-1952.099365, -95.900024
0.000000, 0.000000
-1946.392944, -101.606689
0.000000, 0.000000
-1940.718384, -107.282349
0.000000, 0.000000
-1935.074097, -112.925903
0.000000, 0.000000
-1929.460938, -118.539062
0.000000, 0.000000
-1923.878174, -124.121094
0.000000, 0.000000
-1918.325317, -129.674316
0.000000, 0.000000
-1912.802124, -135.196899
0.000000, 0.000000
-1907.308350, -140.691284
0.000000, 0.000000
-1901.843994, -146.155762
0.000000, 0.000000
-1896.407593, -151.591797
0.000000, 0.000000
-1890.999756, -156.999268
0.000000, 0.000000
-1885.619263, -162.379639
0.000000, 0.000000
-1880.268311, -167.731567
0.000000, 0.000000
-1874.943359, -173.055542
0.000000, 0.000000
-1869.644897, -178.353271
0.000000, 0.000000
-1864.375366, -183.624878
0.000000, 0.000000
-1859.129517, -188.869873
0.000000, 0.000000
-1853.912842, -194.086792
0.000000, 0.000000
-1848.720581, -199.279053
0.000000, 0.000000
-1843.553833, -204.446167
0.000000, 0.000000
-1838.412354, -209.587280
0.000000, 0.000000
-1833.295898, -214.703857
0.000000, 0.000000
-1828.203857, -219.795166
0.000000, 0.000000
-1823.137451, -224.862305
0.000000, 0.000000
-1818.094727, -229.905273
0.000000, 0.000000
-1813.075439, -234.923828
0.000000, 0.000000
-1808.080200, -239.919067
0.000000, 0.000000
-1803.108398, -244.891113
0.000000, 0.000000
-1798.159790, -249.840088
0.000000, 0.000000
-1793.233521, -254.765503
0.000000, 0.000000
-1788.330444, -259.667847
0.000000, 0.000000
-1783.450195, -264.549805
0.000000, 0.000000
-1778.591553, -269.407471
0.000000, 0.000000
-1773.755127, -274.244751
0.000000, 0.000000
-1768.939575, -279.059326
0.000000, 0.000000
-1764.146362, -283.853516
0.000000, 0.000000
-1759.374146, -288.625732
0.000000, 0.000000
-1754.622559, -293.376709
0.000000, 0.000000
-1749.891357, -298.107300
0.000000, 0.000000
-1745.181396, -302.817505
0.000000, 0.000000
-1740.492554, -307.506836
0.000000, 0.000000
-1735.822998, -312.176880
0.000000, 0.000000
-1731.172607, -316.826538
0.000000, 0.000000
-1726.542969, -321.456177
0.000000, 0.000000
-1721.931152, -326.067139
0.000000, 0.000000
-1717.340210, -330.658569
0.000000, 0.000000
-1712.761475, -335.231689
0.000000, 0.000000
-1708.214844, -339.784912
0.000000, 0.000000
-1703.680176, -344.317993
0.000000, 0.000000
-1699.162720, -348.836548
0.000000, 0.000000
-1694.664673, -353.334839
0.000000, 0.000000
-1690.185059, -357.814453
0.000000, 0.000000
-1685.722778, -362.277222
0.000000, 0.000000
-1681.278076, -366.721680
0.000000, 0.000000
-1676.850220, -371.148926
0.000000, 0.000000
-1672.441162, -375.559204
0.000000, 0.000000
-1668.048218, -379.951904
0.000000, 0.000000
-1663.671997, -384.327759
0.000000, 0.000000
-1659.312744, -388.686768
0.000000, 0.000000
-1654.970215, -393.029541
0.000000, 0.000000
-1650.643799, -397.355713
0.000000, 0.000000
-1646.333252, -401.665527
0.000000, 0.000000
-1642.039917, -405.958862
0.000000, 0.000000
-1637.761841, -410.237671
0.000000, 0.000000
-1633.499512, -414.499756
0.000000, 0.000000
-1629.252808, -418.747192
0.000000, 0.000000
-1625.021118, -422.978271
0.000000, 0.000000
-1620.805054, -427.194580
0.000000, 0.000000
-1616.603760, -431.395874
0.000000, 0.000000
-1612.417236, -435.582275
0.000000, 0.000000
-1608.245483, -439.753540
0.000000, 0.000000
-1604.088867, -443.910767
0.000000, 0.000000
-1599.946655, -448.053711
0.000000, 0.000000
-1595.817871, -452.181885
0.000000, 0.000000
-1591.703613, -456.295532
0.000000, 0.000000
-1587.602905, -460.395874
0.000000, 0.000000
-1583.517578, -464.482544
0.000000, 0.000000
-1579.443970, -468.554321
0.000000, 0.000000
-1575.384277, -472.613525
0.000000, 0.000000
-1571.339355, -476.660278
0.000000, 0.000000
-1567.306152, -480.693115
0.000000, 0.000000
-1563.287598, -484.712036
0.000000, 0.000000
-1559.280884, -488.718872
0.000000, 0.000000
-1555.287598, -492.712646
0.000000, 0.000000
-1551.306152, -496.693359
0.000000, 0.000000
-1547.337769, -500.661621
0.000000, 0.000000
-1543.381348, -504.617676
0.000000, 0.000000
-1539.438354, -508.561523
0.000000, 0.000000
-1535.506836, -512.493042
0.000000, 0.000000
-1531.587280, -516.412476
0.000000, 0.000000
-1527.679443, -520.319580
0.000000, 0.000000
-1523.783691, -524.215576
0.000000, 0.000000
-1519.900024, -528.100220
0.000000, 0.000000
-1516.026245, -531.972046
0.000000, 0.000000
-1512.165894, -535.832886
0.000000, 0.000000
-1508.315552, -539.683594
0.000000, 0.000000
-1504.477539, -543.522583
0.000000, 0.000000
-1500.649658, -547.350220
0.000000, 0.000000
-1496.832153, -551.167114
0.000000, 0.000000
-1493.026978, -554.973389
0.000000, 0.000000
-1489.231079, -558.768311
0.000000, 0.000000
-1485.446045, -562.553101
0.000000, 0.000000
-1481.670654, -566.327026
0.000000, 0.000000
-1477.907837, -570.090942
0.000000, 0.000000
-1474.153931, -573.845093
0.000000, 0.000000
-1470.409302, -577.588501
0.000000, 0.000000
-1466.677368, -581.322266
0.000000, 0.000000
-1462.952393, -585.045898
0.000000, 0.000000
-1459.236938, -588.758911
0.000000, 0.000000
-1455.528687, -592.464233
0.000000, 0.000000
-1451.838135, -596.157104
0.000000, 0.000000
-1448.154785, -599.845337
0.000000, 0.000000
-1444.479004, -603.520386
0.000000, 0.000000
-1440.812744, -607.186401
0.000000, 0.000000
-1437.154663, -610.844971
0.000000, 0.000000
-1433.505249, -614.493896
0.000000, 0.000000
-1429.866577, -618.134399
0.000000, 0.000000
-1426.235229, -621.764160
0.000000, 0.000000
-1422.613403, -625.385620
0.000000, 0.000000
-1419.000488, -628.999023
0.000000, 0.000000
-1415.395508, -632.604736
0.000000, 0.000000
-1411.798950, -636.200439
0.000000, 0.000000
-1408.211304, -639.788574
0.000000, 0.000000
-1404.631470, -643.368408
0.000000, 0.000000
-1401.059937, -646.939697
0.000000, 0.000000
-1397.495850, -650.503174
0.000000, 0.000000
-1393.941162, -654.058594
0.000000, 0.000000
-1390.393311, -657.606812
0.000000, 0.000000
-1386.853516, -661.146362
0.000000, 0.000000
-1383.320923, -664.678955
0.000000, 0.000000
-1379.796143, -668.203369
0.000000, 0.000000
-1376.278931, -671.720581
0.000000, 0.000000
-1372.769287, -675.229736
0.000000, 0.000000
-1369.266968, -678.732422
0.000000, 0.000000
-1365.771484, -682.227295
0.000000, 0.000000
-1362.283691, -685.715698
0.000000, 0.000000
-1358.803345, -689.196899
0.000000, 0.000000
-1355.328857, -692.670898
0.000000, 0.000000
-1351.861938, -696.137695
0.000000, 0.000000
-1348.401245, -699.597900
0.000000, 0.000000
-1344.948486, -703.051514
0.000000, 0.000000
-1341.501221, -706.498047
0.000000, 0.000000
-1338.060425, -709.938232
0.000000, 0.000000
-1334.626953, -713.372925
0.000000, 0.000000
-1331.198608, -716.800293
0.000000, 0.000000
-1327.778198, -720.221069
0.000000, 0.000000
-1324.363281, -723.636230
0.000000, 0.000000
-1320.954468, -727.045410
0.000000, 0.000000
-1317.551392, -730.447632
0.000000, 0.000000
-1314.154663, -733.844482
0.000000, 0.000000
-1310.763672, -737.235596
0.000000, 0.000000
-1307.379028, -740.620972
0.000000, 0.000000
-1303.999878, -744.000366
0.000000, 0.000000
-1300.625977, -747.373657
0.000000, 0.000000
-1297.257568, -750.741455
0.000000, 0.000000
-1293.895264, -754.104248
0.000000, 0.000000
-1290.538330, -757.461426
0.000000, 0.000000
-1287.185913, -760.812744
0.000000, 0.000000
-1283.839966, -764.158691
0.000000, 0.000000
-1280.498535, -767.500977
0.000000, 0.000000
-1277.162354, -770.836670
0.000000, 0.000000
-1273.831299, -774.168213
0.000000, 0.000000
-1270.505005, -777.493896
0.000000, 0.000000
-1267.184448, -780.816162
0.000000, 0.000000
-1263.867798, -784.132324
0.000000, 0.000000
-1260.556396, -787.443359
0.000000, 0.000000
-1257.248657, -790.750000
0.000000, 0.000000
-1253.946411, -794.052490
0.000000, 0.000000
-1250.649414, -797.350586
0.000000, 0.000000
-1247.356079, -800.644043
0.000000, 0.000000
-1244.067139, -803.932129
0.000000, 0.000000
-1240.782593, -807.216309
0.000000, 0.000000
-1237.501343, -810.496582
0.000000, 0.000000
-1234.225342, -813.772949
0.000000, 0.000000
-1230.948364, -817.043457
0.000000, 0.000000
-1227.685791, -820.313232
0.000000, 0.000000
-1224.422607, -823.575928
0.000000, 0.000000
-1221.161987, -826.837646
0.000000, 0.000000
-1217.905884, -830.093994
0.000000, 0.000000
-1214.654297, -833.345947
0.000000, 0.000000
-1211.405151, -836.594727
0.000000, 0.000000
-1208.160034, -839.839600
0.000000, 0.000000
-1204.918457, -843.080322
0.000000, 0.000000
-1201.681152, -846.318848
0.000000, 0.000000
-1198.446411, -849.553223
0.000000, 0.000000
-1195.215210, -852.784180
0.000000, 0.000000
-1191.987427, -856.011719
0.000000, 0.000000
-1188.762695, -859.236572
0.000000, 0.000000
-1185.541016, -862.457520
0.000000, 0.000000
-1182.322510, -865.675781
0.000000, 0.000000
-1179.107666, -868.890381
0.000000, 0.000000
-1175.896484, -872.104004
0.000000, 0.000000
-1172.687256, -875.312988
0.000000, 0.000000
-1169.480713, -878.520020
0.000000, 0.000000
-1166.276855, -881.723145
0.000000, 0.000000
-1163.075928, -884.923828
0.000000, 0.000000
-1159.877686, -888.122070
0.000000, 0.000000
-1156.681641, -891.317627
0.000000, 0.000000
-1153.488281, -894.509766
0.000000, 0.000000
-1150.298340, -897.701172
0.000000, 0.000000
-1147.110107, -900.889160
0.000000, 0.000000
-1143.923828, -904.075195
0.000000, 0.000000
-1140.739990, -907.258301
0.000000, 0.000000
-1137.558594, -910.439453
0.000000, 0.000000
-1134.379883, -913.618652
0.000000, 0.000000
-1131.204102, -916.796387
0.000000, 0.000000
-1128.028076, -919.970703
0.000000, 0.000000
-1124.855469, -923.144043
0.000000, 0.000000
-1121.683594, -926.315430
0.000000, 0.000000
-1118.514648, -929.484863
0.000000, 0.000000
-1115.346680, -932.652344
0.000000, 0.000000
-1112.181641, -935.817871
0.000000, 0.000000
-1109.017090, -938.981934
0.000000, 0.000000
-1105.854492, -942.144043
0.000000, 0.000000
-1102.693359, -945.304688
0.000000, 0.000000
-1099.534180, -948.464355
0.000000, 0.000000
-1096.375977, -951.622070
0.000000, 0.000000
-1093.218750, -954.778320
0.000000, 0.000000
-1090.063477, -957.932617
0.000000, 0.000000
-1086.911621, -961.088867
0.000000, 0.000000
-1083.757812, -964.242188
0.000000, 0.000000
-1080.605469, -967.393555
0.000000, 0.000000
-1077.456055, -970.542969
0.000000, 0.000000
-1074.305664, -973.693359
0.000000, 0.000000
-1071.157227, -976.841797
0.000000, 0.000000
-1068.008789, -979.990234
0.000000, 0.000000
-1064.862305, -983.135742
0.000000, 0.000000
-1061.714844, -986.281250
0.000000, 0.000000
-1058.568359, -989.426758
0.000000, 0.000000
-1055.423828, -992.570312
0.000000, 0.000000
-1052.277344, -995.714844
0.000000, 0.000000
-1049.132812, -998.859375
0.000000, 0.000000
-1045.990234, -1002.000000
0.000000, 0.000000
-1042.851562, -1005.148438
0.000000, 0.000000
-1039.708984, -1008.289062
0.000000, 0.000000
-1036.566406, -1011.429688
0.000000, 0.000000
-1033.421875, -1014.570312
0.000000, 0.000000
-1030.281250, -1017.710938
0.000000, 0.000000
-1027.125000, -1020.843750
0.000000, 0.000000
-1024.000000, -1024.000000
0.000000, 0.000000
-1020.859375, -1027.140625
0.000000, 0.000000
-1017.718750, -1030.289062
0.000000, 0.000000
-1014.570312, -1033.425781
0.000000, 0.000000
-1011.433594, -1036.566406
0.000000, 0.000000
-1008.289062, -1039.707031
0.000000, 0.000000
-1005.148438, -1042.849609
0.000000, 0.000000
-1002.003906, -1045.994141
0.000000, 0.000000
-998.863281, -1049.136719
0.000000, 0.000000
-995.720703, -1052.281250
0.000000, 0.000000
-992.574219, -1055.425781
0.000000, 0.000000
-989.430664, -1058.569336
0.000000, 0.000000
-986.284180, -1061.715820
0.000000, 0.000000
-983.138672, -1064.862305
0.000000, 0.000000
-979.990234, -1068.008789
0.000000, 0.000000
-976.843750, -1071.157227
0.000000, 0.000000
-973.693359, -1074.305664
0.000000, 0.000000
-970.544922, -1077.456055
0.000000, 0.000000
-967.394531, -1080.606445
0.000000, 0.000000
-964.242188, -1083.758301
0.000000, 0.000000
-961.088867, -1086.911621
0.000000, 0.000000
-957.934570, -1090.064453
0.000000, 0.000000
-954.780273, -1093.220215
0.000000, 0.000000
-951.623535, -1096.375977
0.000000, 0.000000
-948.464844, -1099.534668
0.000000, 0.000000
-945.306152, -1102.694336
0.000000, 0.000000
-942.144531, -1105.854492
0.000000, 0.000000
-938.982910, -1109.017090
0.000000, 0.000000
-935.818359, -1112.181152
0.000000, 0.000000
-932.653320, -1115.347168
0.000000, 0.000000
-929.485352, -1118.514160
0.000000, 0.000000
-926.315918, -1121.683105
0.000000, 0.000000
-923.145020, -1124.854980
0.000000, 0.000000
-919.970703, -1128.027832
0.000000, 0.000000
-916.796875, -1131.203125
0.000000, 0.000000
-913.619629, -1134.380127
0.000000, 0.000000
-910.440430, -1137.559814
0.000000, 0.000000
-907.259277, -1140.740723
0.000000, 0.000000
-904.075684, -1143.924316
0.000000, 0.000000
-900.889648, -1147.109619
0.000000, 0.000000
-897.701660, -1150.298340
0.000000, 0.000000
-894.511230, -1153.489258
0.000000, 0.000000
-891.318359, -1156.681641
0.000000, 0.000000
-888.122803, -1159.877686
0.000000, 0.000000
-884.924316, -1163.075684
0.000000, 0.000000
-881.723633, -1166.276611
0.000000, 0.000000
-878.520020, -1169.479980
0.000000, 0.000000
-875.313477, -1172.686035
0.000000, 0.000000
-872.104004, -1175.895996
0.000000, 0.000000
-868.892090, -1179.107910
0.000000, 0.000000
-865.677002, -1182.323242
0.000000, 0.000000
-862.458496, -1185.541016
0.000000, 0.000000
-859.237305, -1188.762695
0.000000, 0.000000
-856.012695, -1191.987427
0.000000, 0.000000
-852.785156, -1195.214844
0.000000, 0.000000
-849.553467, -1198.445435
0.000000, 0.000000
-846.318848, -1201.680298
0.000000, 0.000000
-843.081787, -1204.918579
0.000000, 0.000000
-839.840088, -1208.160278
0.000000, 0.000000
-836.594727, -1211.404663
0.000000, 0.000000
-833.346680, -1214.653442
0.000000, 0.000000
-830.093506, -1217.905273
0.000000, 0.000000
-826.837646, -1221.161499
0.000000, 0.000000
-823.573486, -1224.418213
